header,pos_x,pos_y,width,height
TIMELINE,,,,,,
POSITION_01,,,,,,
TNW_Timeline_Arrow_Pointer_s~iPad.png,282,502,21,12,,
TNW_Timeline_Arrow_Pointer_n~iPad.png,282,502,21,12,,
TNW_Timeline_01_1997_s~iPad.png,20,471,258,108,,
TNW_Timeline_01_1997_n~iPad.png,20,471,258,108,,
TNW_Timeline_02_1999_s~iPad.png,20,471,258,108,,
TNW_Timeline_02_1999_n~iPad.png,20,471,258,108,,
TNW_Timeline_03_2001_s~iPad.png,20,471,258,108,,
TNW_Timeline_03_2001_n~iPad.png,20,471,258,108,,
TNW_Timeline_04_2006_s~iPad.png,20,471,258,108,,
TNW_Timeline_04_2006_n~iPad.png,20,471,258,108,,
TNW_Timeline_05_2007_s~iPad.png,20,471,258,108,,
TNW_Timeline_05_2007_n~iPad.png,20,471,258,108,,
TNW_Timeline_06_2009_s~iPad.png,20,471,258,108,,
TNW_Timeline_06_2009_n~iPad.png,20,471,258,108,,
TNW_Timeline_07_2012_s~iPad.png,20,471,258,108,,
TNW_Timeline_07_2012_n~iPad.png,20,471,258,108,,
TNW_Timeline_08_2014_s~iPad.png,20,471,258,108,,
TNW_Timeline_08_2014_n~iPad.png,20,471,258,108,,
TNW_Timeline_09_2014_s~iPad.png,20,471,258,108,,
TNW_Timeline_09_2014_n~iPad.png,20,471,258,108,,
TNW_Timeline_10_2014_s~iPad.png,20,471,258,108,,
TNW_Timeline_10_2014_n~iPad.png,20,471,258,108,,
TNW_Timeline_11_2015_s~iPad.png,20,471,258,108,,
TNW_Timeline_11_2015_n~iPad.png,20,471,258,108,,
TNW_Timeline_12_2016_s~iPad.png,20,471,258,108,,
TNW_Timeline_12_2016_n~iPad.png,20,471,258,108,,
POSITION_02,,,,,,
TNW_Timeline_Arrow_Pointer_s~iPad.png,282,668,21,12,,
TNW_Timeline_Arrow_Pointer_n~iPad.png,282,668,21,12,,
TNW_Timeline_01_1997_s~iPad.png,20,637,258,108,,
TNW_Timeline_01_1997_n~iPad.png,20,637,258,108,,
TNW_Timeline_02_1999_s~iPad.png,20,637,258,108,,
TNW_Timeline_02_1999_n~iPad.png,20,637,258,108,,
TNW_Timeline_03_2001_s~iPad.png,20,637,258,108,,
TNW_Timeline_03_2001_n~iPad.png,20,637,258,108,,
TNW_Timeline_04_2006_s~iPad.png,20,637,258,108,,
TNW_Timeline_04_2006_n~iPad.png,20,637,258,108,,
TNW_Timeline_05_2007_s~iPad.png,20,637,258,108,,
TNW_Timeline_05_2007_n~iPad.png,20,637,258,108,,
TNW_Timeline_06_2009_s~iPad.png,20,637,258,108,,
TNW_Timeline_06_2009_n~iPad.png,20,637,258,108,,
TNW_Timeline_07_2012_s~iPad.png,20,637,258,108,,
TNW_Timeline_07_2012_n~iPad.png,20,637,258,108,,
TNW_Timeline_08_2014_s~iPad.png,20,637,258,108,,
TNW_Timeline_08_2014_n~iPad.png,20,637,258,108,,
TNW_Timeline_09_2014_s~iPad.png,20,637,258,108,,
TNW_Timeline_09_2014_n~iPad.png,20,637,258,108,,
TNW_Timeline_10_2014_s~iPad.png,20,637,258,108,,
TNW_Timeline_10_2014_n~iPad.png,20,637,258,108,,
TNW_Timeline_11_2015_s~iPad.png,20,637,258,108,,
TNW_Timeline_11_2015_n~iPad.png,20,637,258,108,,
TNW_Timeline_12_2016_s~iPad.png,20,637,258,108,,
TNW_Timeline_12_2016_n~iPad.png,20,637,258,108,,
POSITION_03,,,,,,
TNW_Timeline_Arrow_Pointer_s~iPad.png,282,834,21,12,,
TNW_Timeline_Arrow_Pointer_n~iPad.png,282,834,21,12,,
TNW_Timeline_01_1997_s~iPad.png,20,803,258,108,,
TNW_Timeline_01_1997_n~iPad.png,20,803,258,108,,
TNW_Timeline_02_1999_s~iPad.png,20,803,258,108,,
TNW_Timeline_02_1999_n~iPad.png,20,803,258,108,,
TNW_Timeline_03_2001_s~iPad.png,20,803,258,108,,
TNW_Timeline_03_2001_n~iPad.png,20,803,258,108,,
TNW_Timeline_04_2006_s~iPad.png,20,803,258,108,,
TNW_Timeline_04_2006_n~iPad.png,20,803,258,108,,
TNW_Timeline_05_2007_s~iPad.png,20,803,258,108,,
TNW_Timeline_05_2007_n~iPad.png,20,803,258,108,,
TNW_Timeline_06_2009_s~iPad.png,20,803,258,108,,
TNW_Timeline_06_2009_n~iPad.png,20,803,258,108,,
TNW_Timeline_07_2012_s~iPad.png,20,803,258,108,,
TNW_Timeline_07_2012_n~iPad.png,20,803,258,108,,
TNW_Timeline_08_2014_s~iPad.png,20,803,258,108,,
TNW_Timeline_08_2014_n~iPad.png,20,803,258,108,,
TNW_Timeline_09_2014_s~iPad.png,20,803,258,108,,
TNW_Timeline_09_2014_n~iPad.png,20,803,258,108,,
TNW_Timeline_10_2014_s~iPad.png,20,803,258,108,,
TNW_Timeline_10_2014_n~iPad.png,20,803,258,108,,
TNW_Timeline_11_2015_s~iPad.png,20,803,258,108,,
TNW_Timeline_11_2015_n~iPad.png,20,803,258,108,,
TNW_Timeline_12_2016_s~iPad.png,20,803,258,108,,
TNW_Timeline_12_2016_n~iPad.png,20,803,258,108,,
POSITION_04,,,,,,
TNW_Timeline_Arrow_Pointer_s~iPad.png,282,1000,21,12,,
TNW_Timeline_Arrow_Pointer_n~iPad.png,282,1000,21,12,,
TNW_Timeline_01_1997_s~iPad.png,20,969,258,108,,
TNW_Timeline_01_1997_n~iPad.png,20,969,258,108,,
TNW_Timeline_02_1999_s~iPad.png,20,969,258,108,,
TNW_Timeline_02_1999_n~iPad.png,20,969,258,108,,
TNW_Timeline_03_2001_s~iPad.png,20,969,258,108,,
TNW_Timeline_03_2001_n~iPad.png,20,969,258,108,,
TNW_Timeline_04_2006_s~iPad.png,20,969,258,108,,
TNW_Timeline_04_2006_n~iPad.png,20,969,258,108,,
TNW_Timeline_05_2007_s~iPad.png,20,969,258,108,,
TNW_Timeline_05_2007_n~iPad.png,20,969,258,108,,
TNW_Timeline_06_2009_s~iPad.png,20,969,258,108,,
TNW_Timeline_06_2009_n~iPad.png,20,969,258,108,,
TNW_Timeline_07_2012_s~iPad.png,20,969,258,108,,
TNW_Timeline_07_2012_n~iPad.png,20,969,258,108,,
TNW_Timeline_08_2014_s~iPad.png,20,969,258,108,,
TNW_Timeline_08_2014_n~iPad.png,20,969,258,108,,
TNW_Timeline_09_2014_s~iPad.png,20,969,258,108,,
TNW_Timeline_09_2014_n~iPad.png,20,969,258,108,,
TNW_Timeline_10_2014_s~iPad.png,20,969,258,108,,
TNW_Timeline_10_2014_n~iPad.png,20,969,258,108,,
TNW_Timeline_11_2015_s~iPad.png,20,969,258,108,,
TNW_Timeline_11_2015_n~iPad.png,20,969,258,108,,
TNW_Timeline_12_2016_s~iPad.png,20,969,258,108,,
TNW_Timeline_12_2016_n~iPad.png,20,969,258,108,,
POSITION_05,,,,,,
TNW_Timeline_Arrow_Pointer_s~iPad.png,282,1167,21,12,,
TNW_Timeline_Arrow_Pointer_n~iPad.png,282,1167,21,12,,
TNW_Timeline_01_1997_s~iPad.png,20,1136,258,108,,
TNW_Timeline_01_1997_n~iPad.png,20,1136,258,108,,
TNW_Timeline_02_1999_s~iPad.png,20,1136,258,108,,
TNW_Timeline_02_1999_n~iPad.png,20,1136,258,108,,
TNW_Timeline_03_2001_s~iPad.png,20,1136,258,108,,
TNW_Timeline_03_2001_n~iPad.png,20,1136,258,108,,
TNW_Timeline_04_2006_s~iPad.png,20,1136,258,108,,
TNW_Timeline_04_2006_n~iPad.png,20,1136,258,108,,
TNW_Timeline_05_2007_s~iPad.png,20,1136,258,108,,
TNW_Timeline_05_2007_n~iPad.png,20,1136,258,108,,
TNW_Timeline_06_2009_s~iPad.png,20,1136,258,108,,
TNW_Timeline_06_2009_n~iPad.png,20,1136,258,108,,
TNW_Timeline_07_2012_s~iPad.png,20,1136,258,108,,
TNW_Timeline_07_2012_n~iPad.png,20,1136,258,108,,
TNW_Timeline_08_2014_s~iPad.png,20,1136,258,108,,
TNW_Timeline_08_2014_n~iPad.png,20,1136,258,108,,
TNW_Timeline_09_2014_s~iPad.png,20,1136,258,108,,
TNW_Timeline_09_2014_n~iPad.png,20,1136,258,108,,
TNW_Timeline_10_2014_s~iPad.png,20,1136,258,108,,
TNW_Timeline_10_2014_n~iPad.png,20,1136,258,108,,
TNW_Timeline_11_2015_s~iPad.png,20,1136,258,108,,
TNW_Timeline_11_2015_n~iPad.png,20,1136,258,108,,
TNW_Timeline_12_2016_s~iPad.png,20,1136,258,108,,
TNW_Timeline_12_2016_n~iPad.png,20,1136,258,108,,
POSITION_06,,,,,,
TNW_Timeline_Arrow_Pointer_s~iPad.png,282,1334,21,12,,
TNW_Timeline_Arrow_Pointer_n~iPad.png,282,1334,21,12,,
TNW_Timeline_01_1997_s~iPad.png,20,1303,258,108,,
TNW_Timeline_01_1997_n~iPad.png,20,1303,258,108,,
TNW_Timeline_02_1999_s~iPad.png,20,1303,258,108,,
TNW_Timeline_02_1999_n~iPad.png,20,1303,258,108,,
TNW_Timeline_03_2001_s~iPad.png,20,1303,258,108,,
TNW_Timeline_03_2001_n~iPad.png,20,1303,258,108,,
TNW_Timeline_04_2006_s~iPad.png,20,1303,258,108,,
TNW_Timeline_04_2006_n~iPad.png,20,1303,258,108,,
TNW_Timeline_05_2007_s~iPad.png,20,1303,258,108,,
TNW_Timeline_05_2007_n~iPad.png,20,1303,258,108,,
TNW_Timeline_06_2009_s~iPad.png,20,1303,258,108,,
TNW_Timeline_06_2009_n~iPad.png,20,1303,258,108,,
TNW_Timeline_07_2012_s~iPad.png,20,1303,258,108,,
TNW_Timeline_07_2012_n~iPad.png,20,1303,258,108,,
TNW_Timeline_08_2014_s~iPad.png,20,1303,258,108,,
TNW_Timeline_08_2014_n~iPad.png,20,1303,258,108,,
TNW_Timeline_09_2014_s~iPad.png,20,1303,258,108,,
TNW_Timeline_09_2014_n~iPad.png,20,1303,258,108,,
TNW_Timeline_10_2014_s~iPad.png,20,1303,258,108,,
TNW_Timeline_10_2014_n~iPad.png,20,1303,258,108,,
TNW_Timeline_11_2015_s~iPad.png,20,1303,258,108,,
TNW_Timeline_11_2015_n~iPad.png,20,1303,258,108,,
TNW_Timeline_12_2016_s~iPad.png,20,1303,258,108,,
TNW_Timeline_12_2016_n~iPad.png,20,1303,258,108,,
POSITION_07,,,,,,
TNW_Timeline_Arrow_Pointer_s~iPad.png,282,1499,21,12,,
TNW_Timeline_Arrow_Pointer_n~iPad.png,282,1499,21,12,,
TNW_Timeline_01_1997_s~iPad.png,20,1468,258,108,,
TNW_Timeline_01_1997_n~iPad.png,20,1468,258,108,,
TNW_Timeline_02_1999_s~iPad.png,20,1468,258,108,,
TNW_Timeline_02_1999_n~iPad.png,20,1468,258,108,,
TNW_Timeline_03_2001_s~iPad.png,20,1468,258,108,,
TNW_Timeline_03_2001_n~iPad.png,20,1468,258,108,,
TNW_Timeline_04_2006_s~iPad.png,20,1468,258,108,,
TNW_Timeline_04_2006_n~iPad.png,20,1468,258,108,,
TNW_Timeline_05_2007_s~iPad.png,20,1468,258,108,,
TNW_Timeline_05_2007_n~iPad.png,20,1468,258,108,,
TNW_Timeline_06_2009_s~iPad.png,20,1468,258,108,,
TNW_Timeline_06_2009_n~iPad.png,20,1468,258,108,,
TNW_Timeline_07_2012_s~iPad.png,20,1468,258,108,,
TNW_Timeline_07_2012_n~iPad.png,20,1468,258,108,,
TNW_Timeline_08_2014_s~iPad.png,20,1468,258,108,,
TNW_Timeline_08_2014_n~iPad.png,20,1468,258,108,,
TNW_Timeline_09_2014_s~iPad.png,20,1468,258,108,,
TNW_Timeline_09_2014_n~iPad.png,20,1468,258,108,,
TNW_Timeline_10_2014_s~iPad.png,20,1468,258,108,,
TNW_Timeline_10_2014_n~iPad.png,20,1468,258,108,,
TNW_Timeline_11_2015_s~iPad.png,20,1468,258,108,,
TNW_Timeline_11_2015_n~iPad.png,20,1468,258,108,,
TNW_Timeline_12_2016_s~iPad.png,20,1468,258,108,,
TNW_Timeline_12_2016_n~iPad.png,20,1468,258,108,,
POSITION_08,,,,,,
TNW_Timeline_Arrow_Pointer_s~iPad.png,282,1666,21,12,,
TNW_Timeline_Arrow_Pointer_n~iPad.png,282,1666,21,12,,
TNW_Timeline_01_1997_s~iPad.png,20,1635,258,108,,
TNW_Timeline_01_1997_n~iPad.png,20,1635,258,108,,
TNW_Timeline_02_1999_s~iPad.png,20,1635,258,108,,
TNW_Timeline_02_1999_n~iPad.png,20,1635,258,108,,
TNW_Timeline_03_2001_s~iPad.png,20,1635,258,108,,
TNW_Timeline_03_2001_n~iPad.png,20,1635,258,108,,
TNW_Timeline_04_2006_s~iPad.png,20,1635,258,108,,
TNW_Timeline_04_2006_n~iPad.png,20,1635,258,108,,
TNW_Timeline_05_2007_s~iPad.png,20,1635,258,108,,
TNW_Timeline_05_2007_n~iPad.png,20,1635,258,108,,
TNW_Timeline_06_2009_s~iPad.png,20,1635,258,108,,
TNW_Timeline_06_2009_n~iPad.png,20,1635,258,108,,
TNW_Timeline_07_2012_s~iPad.png,20,1635,258,108,,
TNW_Timeline_07_2012_n~iPad.png,20,1635,258,108,,
TNW_Timeline_08_2014_s~iPad.png,20,1635,258,108,,
TNW_Timeline_08_2014_n~iPad.png,20,1635,258,108,,
TNW_Timeline_09_2014_s~iPad.png,20,1635,258,108,,
TNW_Timeline_09_2014_n~iPad.png,20,1635,258,108,,
TNW_Timeline_10_2014_s~iPad.png,20,1635,258,108,,
TNW_Timeline_10_2014_n~iPad.png,20,1635,258,108,,
TNW_Timeline_11_2015_s~iPad.png,20,1635,258,108,,
TNW_Timeline_11_2015_n~iPad.png,20,1635,258,108,,
TNW_Timeline_12_2016_s~iPad.png,20,1635,258,108,,
TNW_Timeline_12_2016_n~iPad.png,20,1635,258,108,,
ARROWS,,,,,,
TNW_Timeline_Arrow_Up_s.png,411,780,72,35,,
TNW_Timeline_Arrow_Up_n.png,411,780,72,35,,
TNW_Timeline_Arrow_Down_n.png,411,864,72,35,,
TNW_Timeline_Arrow_Down_s.png,411,864,72,35,,
TNW_TImeline_Arrow_Divide.png,387,838,136,3,,
CONTENT,,,,,,
Graphik_G4_TT_Medium_50px_#ffffff.png,709,276,562,98,,
TNW_Timeline_Content_Play_s.png,982,745,190,190,,
TNW_Timeline_Content_Play_n.png,982,745,190,190,,
TMW_Timeline_Content_Image_01_1997~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_02_1999~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_03_2001~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_04_2006~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_05_2007~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_06_2009~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_07_2012~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_08_2014~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_09_2014_01~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_10_2014_02~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_11_2015~iPad.png,616,539,920,603,,
TMW_Timeline_Content_Image_12_2016~iPad.png,616,539,920,603,,
TNW_TImeline_Content_Text_01_1997~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_02_1999~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_03_2001~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_04_2006~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_05_2007~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_06_2009~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_07_2012~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_08_2014~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_09_2014_01~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_10_2014_02~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_11_2015~iPad.png,631,1216,817,608,,
TNW_TImeline_Content_Text_12_2016~iPad.png,631,1216,817,608,,
BACKGROUND,,,,,,
TNW_Timeline_Content_bg~iPad.png,504,229,1032,963,,
TNW_Timeline_VertBar~iPad.png,190,228,308,1605,,
TNW_Timeline_Bug~iPad.png,628,1865,815,89,,
TNW_Timeline_bg.png,0,0,1536,2048,,
